,current,potential,elapsed_time,applied_potential,current_range,segment
0,-2.010030766541604e-05,-0.2987319231033325,0.8,-0.29938387870788574,2e-05,0.0
1,-2.010030766541604e-05,-0.29842522740364075,1.6,-0.299283891916275,2e-05,0.0
2,-2.010030766541604e-05,-0.29842522740364075,2.4,-0.2991838753223419,2e-05,0.0
3,-2.010030766541604e-05,-0.29842522740364075,3.2,-0.2990838885307312,2e-05,0.0
4,-2.010030766541604e-05,-0.29842522740364075,4.0,-0.2989838719367981,2e-05,0.0
5,-2.010030766541604e-05,-0.2981185019016266,4.8,-0.2988838851451874,2e-05,0.0
6,-2.010030766541604e-05,-0.2981185019016266,5.6,-0.2987838685512543,2e-05,0.0
7,-2.0099079847568646e-05,-0.2981185019016266,6.4,-0.29868388175964355,2e-05,0.0
8,-2.006534305110108e-05,-0.2978118062019348,7.2,-0.29858386516571045,2e-05,0.0
9,-1.9958608390879817e-05,-0.2978118062019348,8.0,-0.29848387837409973,2e-05,0.0
10,-1.9704655642271973e-05,-0.2978118062019348,8.8,-0.298383891582489,2e-05,0.0
11,-1.9480146875139326e-05,-0.29750508069992065,9.6,-0.2982838749885559,2e-05,0.0
12,-1.9158105715177953e-05,-0.29750508069992065,10.4,-0.2981838881969452,2e-05,0.0
13,-1.9021927073481493e-05,-0.29750508069992065,11.2,-0.2980838716030121,2e-05,0.0
14,-1.8777176592266187e-05,-0.2971983850002289,12.0,-0.29798388481140137,2e-05,0.0
15,-1.8516475392971188e-05,-0.2971983850002289,12.8,-0.29788386821746826,2e-05,0.0
16,-1.8199954865849577e-05,-0.2971983850002289,13.6,-0.29778388142585754,2e-05,0.0
17,-1.804721432563383e-05,-0.2968916893005371,14.4,-0.29768386483192444,2e-05,0.0
18,-1.791042450349778e-05,-0.2968916893005371,15.2,-0.2975838780403137,2e-05,0.0
19,-1.7538695828989148e-05,-0.2968916893005371,16.0,-0.297483891248703,2e-05,0.0
20,-1.7353444491163827e-05,-0.29658496379852295,16.8,-0.2973838746547699,2e-05,0.0
21,-1.7157153706648387e-05,-0.29658496379852295,17.6,-0.2972838878631592,2e-05,0.0
22,-1.687621079327073e-05,-0.29658496379852295,18.4,-0.2971838712692261,2e-05,0.0
23,-1.6578705981373787e-05,-0.2962782680988312,19.2,-0.29708388447761536,2e-05,0.0
24,-1.6544354366487823e-05,-0.2962782680988312,20.0,-0.29698386788368225,2e-05,0.0
25,-1.6381800378439948e-05,-0.2962782680988312,20.8,-0.29688388109207153,2e-05,0.0
26,-1.6105763279483654e-05,-0.2959715723991394,21.6,-0.2967838644981384,2e-05,0.0
27,-1.5838315448490903e-05,-0.2959715723991394,22.4,-0.2966838777065277,2e-05,0.0
