,current,potential,elapsed_time,applied_potential,current_range,segment
0,-4.7527220885967836e-05,-0.9826870560646057,1.0,-0.9833349585533142,0.0002,0.0
1,-4.1945164412027225e-05,-0.977779746055603,2.0,-0.9783349633216858,0.0002,0.0
2,-3.7792360672028735e-05,-0.972565770149231,3.0,-0.9733349680900574,0.0002,0.0
3,-3.482344254734926e-05,-0.9676584601402283,4.0,-0.968334972858429,0.0002,0.0
4,-3.260288940509781e-05,-0.9627511501312256,5.0,-0.9633349776268005,0.0002,0.0
5,-3.076878419960849e-05,-0.9575371146202087,6.0,-0.9583349823951721,0.0002,0.0
6,-2.922912062786054e-05,-0.9526298642158508,7.0,-0.9533349871635437,0.0002,0.0
7,-2.7928685085498728e-05,-0.9477225542068481,8.0,-0.9483349323272705,0.0002,0.0
8,-2.692882299015764e-05,-0.9425085186958313,9.0,-0.9433349370956421,0.0002,0.0
9,-2.5824680051300675e-05,-0.9376012086868286,10.0,-0.9383349418640137,0.0002,0.0
10,-2.4990438760141842e-05,-0.9326938986778259,11.0,-0.9333349466323853,0.0002,0.0
11,-2.4113258405122906e-05,-0.9274799227714539,12.0,-0.9283349514007568,0.0002,0.0
12,-2.3371028873953037e-05,-0.9225726127624512,13.0,-0.9233349561691284,0.0002,0.0
13,-2.2561323930858634e-05,-0.9176653027534485,14.0,-0.9183349609375,0.0002,0.0
14,-2.1745485355495475e-05,-0.9124513268470764,15.0,-0.9133349657058716,0.0002,0.0
15,-2.0978719476261176e-05,-0.9075440168380737,16.0,-0.9083349704742432,0.0002,0.0
16,-2.0248759028618224e-05,-0.902636706829071,17.0,-0.9033349752426147,0.0002,0.0
17,-1.9445187717792578e-05,-0.8977293968200684,18.0,-0.8983349800109863,0.0002,0.0
18,-1.8715227270149626e-05,-0.8925154209136963,19.0,-0.8933349847793579,0.0002,0.0
19,-1.8028204067377374e-05,-0.8876081109046936,20.0,-0.8883349895477295,0.0002,0.0
20,-1.7390255379723385e-05,-0.8827008008956909,21.0,-0.8833349347114563,0.0002,0.0
21,-1.669096491241362e-05,-0.8774867653846741,22.0,-0.8783349394798279,0.0002,0.0
22,-1.6157295249286108e-05,-0.8725794553756714,23.0,-0.8733349442481995,0.0002,0.0
23,-1.5500943845836446e-05,-0.8676722049713135,24.0,-0.868334949016571,0.0002,0.0
24,-1.501021415606374e-05,-0.8627648949623108,25.0,-0.8633349537849426,0.0002,0.0
25,-1.447654540243093e-05,-0.857550859451294,26.0,-0.8583349585533142,0.0002,0.0
26,-1.3838595805282239e-05,-0.8526435494422913,27.0,-0.8533349633216858,0.0002,0.0
27,-1.3231317097961437e-05,-0.8477362394332886,28.0,-0.8483349680900574,0.0002,0.0
28,-1.2648575648199767e-05,-0.8428289890289307,29.0,-0.843334972858429,0.0002,0.0
29,-1.2047430573147722e-05,-0.8376149535179138,30.0,-0.8383349776268005,0.0002,0.0
30,-1.139107916969806e-05,-0.8327076435089111,31.0,-0.8333349823951721,0.0002,0.0
31,-1.0710191418183967e-05,-0.8274936676025391,32.0,-0.8283349871635437,0.0002,0.0
32,-1.0047705472970847e-05,-0.8225863575935364,33.0,-0.8233349323272705,0.0002,0.0
33,-9.37908589548897e-06,-0.8176790475845337,34.0,-0.8183349370956421,0.0002,0.0
34,-8.833148058329243e-06,-0.812771737575531,35.0,-0.8133349418640137,0.0002,0.0
35,-8.20746754470747e-06,-0.8075577616691589,36.0,-0.8083349466323853,0.0002,0.0
36,-7.618591553182341e-06,-0.8026504516601562,37.0,-0.8033349514007568,0.0002,0.0
37,-6.968373782001436e-06,-0.7977431416511536,38.0,-0.7983349561691284,0.0002,0.0
38,-6.361095529427985e-06,-0.7928358316421509,39.0,-0.7933349609375,0.0002,0.0
39,-5.772219083155505e-06,-0.787621796131134,40.0,-0.7883349657058716,0.0002,0.0
40,-5.189477178646484e-06,-0.7827145457267761,41.0,-0.7833349704742432,0.0002,0.0
41,-4.551528036245145e-06,-0.7775005102157593,42.0,-0.7783349752426147,0.0002,0.0
42,-3.8031644180591684e-06,-0.7725932002067566,43.0,-0.7733349800109863,0.0002,0.0
43,-3.079337602684973e-06,-0.7676858901977539,44.0,-0.7683349847793579,0.0002,0.0
44,-2.5272661332564894e-06,-0.762778639793396,45.0,-0.7633349895477295,0.0002,0.0
